run,total_time_seconds,average_download_rate_kB_s,total_downloaded_bytes
1,17.644622,65.81921022727272,2638157
2,12.329902,85.32826016260162,2638157
3,12.532641,89.38216,2638157
4,13.934001,87.96851798561151,2638157
5,9.323604,151.26535483870967,2638157
6,6.513068,57.87046153846154,2638157
7,12.127915,80.49859504132232,2638157
8,11.724735,86.29218803418803,2638157
9,12.230097,86.54768852459017,2638157
10,12.62988,92.62542063492063,2638157
